Now,Wed Sep 17 2025 22:11:01 GMT+0800 (Philippine Standard Time),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
103,_qb,_kiiyuwbii,https://www.tiktok.com/@_kiiyuwbii,"To all those entangled in the web of siphoning funds from the ""Flood Control"" Projects: you may think you can elude the grip of justice, dodging the consequences of your actions, especially from those who have endured and continue to endure the relentless onslaught of devastating floods.
You might attempt to cleanse your reputations with every resource at your disposal, twisting the narrative and asserting your innocence time and again. But deep down, you know the truth of your deeds. Even as you bask in a life of abundance, your own conscience will be a relentless companion, robbing you of peace in ways you absolutely deserve. And remember, you can never truly escape the all-seeing gaze of the Divine!
🙏🙏🙏🙏",2-9-2025,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7de96278a640e9d883df3436f1d536f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6cf64d5a&x-expires=1758204000&x-signature=KKCooXb37XQimTt%2BbXl%2FHPRyZEU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,2
104,😋 MHAY TIAO🧡,mhay..23,https://www.tiktok.com/@mhay..23,yes really true,2-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/f06731387eee98d436c5dd6361ff381f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a62e94be&x-expires=1758204000&x-signature=1Op%2BBxnB5utKdIZecMfe0DHaiqM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,_qb,0
105,Lyca,lycsjanine,https://www.tiktok.com/@lycsjanine,"Yes, God is loving but also just",2-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7362601502173184006~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=238160a4&x-expires=1758204000&x-signature=A%2FDnHBrB6t9TheQ0CAzX5e3fMsY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,_qb,0
106,Khalid tol,khalid.tol,https://www.tiktok.com/@khalid.tol,"kwek kwek memorize niya 40 cars, nakalimutan Yong flood control.",1-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/00f05c8687e8d3b8e44690d68fa5cc13~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d76415a5&x-expires=1758204000&x-signature=EAd2yUHy5Su9SQ0OYDJtIyZMgjU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
107,ＺＡＮＥ・こDM,zanecodm12308,https://www.tiktok.com/@zanecodm12308,"""ginisa"" damn",1-9-2025,7,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6b7c5c988f38e8ac15d12c9be26900a5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=73d82ad1&x-expires=1758204000&x-signature=qMUYeNCJAT1dgOuhpWCALoIXIPc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
108,gelo alontete,urnanay_12345,https://www.tiktok.com/@urnanay_12345,😭,1-9-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ba457f61df3ec87046d644d111ab4523~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=864cd76c&x-expires=1758204000&x-signature=VhuldKv3mK2p6mijVFmCfvLbNwM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
109,ihatebeingawkward,ihatebeingawkward,https://www.tiktok.com/@ihatebeingawkward,,1-9-2025,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6987a4a9f36c860df7b349eb9210e7db~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cb8c3cfe&x-expires=1758204000&x-signature=EeHEjtf6lxrEuzMKBtfpuMpqFnc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,1
110,Scrf4ce,wheresthemau5,https://www.tiktok.com/@wheresthemau5,anong connect sa picture nato??,1-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/96aa73d41da89b60e8a4302a68158ed6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=55908252&x-expires=1758204000&x-signature=vhuWDavn%2BS3D5KUnKTw41FPNfvQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,ihatebeingawkward,0
111,Yan Yan,dannyimam,https://www.tiktok.com/@dannyimam,ginisa lang.. walang makukulong,1-9-2025,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/afec1a4a14c9e4ce42bfb7d0a2bddd28~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=00871281&x-expires=1758204000&x-signature=2nuns9dSJc3d4aQSMJh%2BCotXfFo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
112,lenardcarlos417,lenardcarlos417,https://www.tiktok.com/@lenardcarlos417,BUSTED 😉,2-9-2025,3,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7348488052890681390~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e9c05716&x-expires=1758204000&x-signature=PvWnZLXxV5xqIa8hQaBCBngdLx0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
113,R,riella.nam,https://www.tiktok.com/@riella.nam,28 cars? marami pa luxury car nya kaysa sa bra ko e,1-9-2025,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4a18bbaf729fda45f6b4d5e9db5a1f46~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=71cd4e60&x-expires=1758204000&x-signature=zpH8GQzvPgAHkB85ynAKV%2Fhb59E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
114,Lyl,lyl.921,https://www.tiktok.com/@lyl.921,Congtractor,1-9-2025,2,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8575d5e5&x-expires=1758204000&x-signature=CdHeod09BUbnWEtVeQNp96eGGxI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
115,thinktalk_587,thinktalk_587,https://www.tiktok.com/@thinktalk_587,😳 Yung payong ko galing banks giveaway. just saying..😏,1-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/40cf71fc8a88f5316ab6fe9688e99365~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b004c7e9&x-expires=1758204000&x-signature=Ph43bwwoS%2FsaPHNwpgiZaHucqZo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
116,SARA,sara01bb,https://www.tiktok.com/@sara01bb,Nawala ang British accent,1-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/35ecf79a723ca12e12e057b989341655~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c4a7e080&x-expires=1758204000&x-signature=S7orTqHrBGDlcRfy1tuKXim3pmQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
117,triple r bakery,lannibriciaoblefi,https://www.tiktok.com/@lannibriciaoblefi,nbwasan na ..,1-9-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c98c3133ab01eb1a3fcf0f7c2cd0bf31~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ce1f69c2&x-expires=1758204000&x-signature=1J%2Bbn8M%2BViNEw1b0T4HBXhojYA4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
118,Curly:),renzmarkbago,https://www.tiktok.com/@renzmarkbago,Ending Walang makukulong.,1-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0c27a2d1b19e262813f7f39b9798f0a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=60bc3a3d&x-expires=1758204000&x-signature=%2FDGMbvzbskSDc65XQoi%2FxlecITY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
119,Indelible,whelve_bitter_memories,https://www.tiktok.com/@whelve_bitter_memories,luvethhhhhh💋,1-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cf518f5e985bbba0fd42195fe256036c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=04372ea8&x-expires=1758204000&x-signature=5vBah4M7tTAyR9Y9QkNv4QQrhKk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
120,drei,guhyejin1,https://www.tiktok.com/@guhyejin1,"Ending, di makukulong Ahaha",1-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9a8b20ef09fa4b61842da6c0b6608596~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7d90f57d&x-expires=1758204000&x-signature=2NUvnq9za08a%2FmrZ7XhjTTfnL48%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
121,Khaliddd,jadenlazaro,https://www.tiktok.com/@jadenlazaro,,1-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9e3c4fa09ef0f31a315a08b561b28c67~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f5321245&x-expires=1758204000&x-signature=Ze7QrhfMzhb9XPEMLPcLQFZanYU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
122,Yhan Montenegro,yhan.montenegro,https://www.tiktok.com/@yhan.montenegro,,2-9-2025,0,https://platform-lookaside.fbsbx.com/platform/profilepic/?asid=314653151039744&height=240&width=240&ext=1730865962&hash=AbbeeezcdL80yMwkMqYFwLiC,No,---,0
123,Azrael.,aftrdark00,https://www.tiktok.com/@aftrdark00,Ang ending walang makukulong,2-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6a550a3bce43c1ca243a696efe13839d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4d47cddc&x-expires=1758204000&x-signature=KPiZCy3PmEIwGGZAklSluCvpNhg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
124,ren,rnz.evsc_,https://www.tiktok.com/@rnz.evsc_,,2-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ec530113f62dc391162f84aa2f9e13b2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2d08e39f&x-expires=1758204000&x-signature=JX0wCHTTZBYIMjuDi%2F4mWR6kjbQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
