Now,Wed Sep 17 2025 21:41:20 GMT+0800 (Philippine Standard Time),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
314,𝗞𝗔𝗧𝗥𝗜𝗡𝗔 ꕥ ૮₍ ˶ᵔ ᵕ ᵔ˶ ₎ა,_katrinaantonio,https://www.tiktok.com/@_katrinaantonio,Try to investigate Romualdez. 👀,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ac69141e51240fb51e1a2e73889450a8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=90e8e52d&x-expires=1758200400&x-signature=Vvf6Hv%2Bkf0xdl6MTdDBi2RmWiZE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
315,june24,gravecruz0,https://www.tiktok.com/@gravecruz0,don't trust anybody for usapang money..un Ang aLam ko..,6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f85e6e2b2fdf6b2a3c9cc4583fafcf5a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e8dcd4e0&x-expires=1758200400&x-signature=DjYjPVQ6luvDNdQh%2B9fxFIwLhdc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
316,ukenamike,ukenamike,https://www.tiktok.com/@ukenamike,Akala maihahabol lol,5-9-2025,2,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7354131500142428206~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e8b46ff0&x-expires=1758200400&x-signature=BT1CuXSgCVNZQKlJXJzzKaudhUc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
317,❤️❤️ jovan❤️♥️,jovancemagsayo,https://www.tiktok.com/@jovancemagsayo,inspet din dto sa Zamboanga sibugay marami din dto kurap na dpwh at contractor .,5-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/eb33d862f1fe5819ac3dbd8f5c31ae99~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4b45ebdd&x-expires=1758200400&x-signature=N03gM%2FLKL95YwGw1TkBo7H7OVHM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
318,momofthreeZee,momofthreezee,https://www.tiktok.com/@momofthreezee,sino sino behind ng wawao?,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e5af152115c90cbc2f63ec153aec8028~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=211e50b4&x-expires=1758200400&x-signature=l9qxjCAiYIIqPI0wXVUBDEjNcfw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
319,jrg0112,jrg0112,https://www.tiktok.com/@jrg0112,"Wla ksing nangyari inspection dyan may connivance yan sa DPWH, CONTRACTOR AT COA",4-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7331053167024537618~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4c28a0c3&x-expires=1758200400&x-signature=PkIY7OcX9V9UgQQJBebBDI9mFkk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
320,jhona,user81663052602104,https://www.tiktok.com/@user81663052602104,"Question: who check the project, who release the funds and who approved it.",5-9-2025,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
321,Reds,reds_pinay,https://www.tiktok.com/@reds_pinay,Bakit hindi kasi iniinspect habang ginagawa pa lang,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9ba536f3e05509691674ca46cb83d264~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=92bfaf04&x-expires=1758200400&x-signature=clGVpkcOlKNpdtYJQL5ybcAoqjw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
322,thehusband.mnl,thehusband.mnl,https://www.tiktok.com/@thehusband.mnl,This too shall pass 😐,5-9-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/74a56c56bedc265a6cc92c48d2488e7f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3bd6fba2&x-expires=1758200400&x-signature=Oe3p5pkWoA6n4GEKrSX2AgP8GEs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
323,el,_danielcaesarwife,https://www.tiktok.com/@_danielcaesarwife,LOL,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6b0e927a525a2241683aa7e664cd51de~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9fd083d8&x-expires=1758200400&x-signature=3aO0E5iqC%2FifPpsvui9jQy55hLo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
324,🫩,stranger69danger,https://www.tiktok.com/@stranger69danger,araykoooo bulacan hahahaha diko sasabihin pero meron akong kilala na taga bulacan 😆,4-9-2025,10,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
325,Vanguard.Live,vanguard.codm_,https://www.tiktok.com/@vanguard.codm_,Crime againts humanity,5-9-2025,2,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4c303d140c4309aedffea9fb49c422b2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1439101e&x-expires=1758200400&x-signature=bHA0fKRpD8E1MVoXgxIjDth%2BUm0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
326,Man,man30351,https://www.tiktok.com/@man30351,cgurAdo ka ba sir sa cnabi mona may makukulong,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7374298957935017989~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=060a82c9&x-expires=1758200400&x-signature=J561MPCfU7p4Lbgc8jPWoA57lzc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
327,🇦🇪🇸🇬🇵🇭🇸🇦ش,thon47434,https://www.tiktok.com/@thon47434,weee... balak rin kumandidato hehe,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/29299b2da67870b4151189cfc305aabe~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7f223321&x-expires=1758200400&x-signature=LeDB63ZagvxSsE8K70k2VJmBQcY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
328,mr.rocketson,mr.rocketson,https://www.tiktok.com/@mr.rocketson,great performance👏👏. neeeext.,5-9-2025,3,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a8b8ab7641b0a467bf9bf626b09d7cac~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=18bed5e0&x-expires=1758200400&x-signature=MsaK6Joqo6r9ySdEZyLFxgHZ2oE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
329,Ydlaz nebur 🪳,jovans380,https://www.tiktok.com/@jovans380,Kalsada nga sa amin wala pang isang kilometro natapos pero may budget na daw binulsa na ng mayor😁,6-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb350a2a4d8a62e713056970d1f08923~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=399853f3&x-expires=1758200400&x-signature=VCuGQ7s%2B%2F0ex8mDHTBrT5U9Fz8k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
330,Geo16_MahalKaLagi,mkl_geo16,https://www.tiktok.com/@mkl_geo16,"Bilang Sec ng DPWH,, diba dapat may final inspection kung maging ok ang project? tas bahuhin nio system ng payment, 60% sa simula, 20% sa Quarter at 20% once completed na .. tas may inspection kung natapos o tinipid ba. sapat na yun para may magamit sila na ra materials kasi halos income na yung remaining percentage ng payment",5-9-2025,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a7eee1bbffd75a6af0f55647b2947f66~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1b4ff162&x-expires=1758200400&x-signature=JbCUsDRw%2B%2F2QyNvPXwkHnakaF7A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
331,Nevsky,dodoyskie0000,https://www.tiktok.com/@dodoyskie0000,Sentient gumawa nyan 😭,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/931a1935c6ead08ff3c9f0f20098e8a1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=58fc333f&x-expires=1758200400&x-signature=A5qzPZ%2F60PlhWMSluaPNoMU8bss%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
332,Jee,dee.jee88,https://www.tiktok.com/@dee.jee88,pogi ni kuya..pang kdrama sa jeoson dynasty😂😂,7-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/03b75686c06620de221a4f58e6902f7b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=976c2925&x-expires=1758200400&x-signature=sZEAK4493piBtLL9pWg%2BS2ACxqw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
333,happyc4mper,doobl1nwards,https://www.tiktok.com/@doobl1nwards,so ano gagawin?,6-9-2025,0,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a04e82709ffc1f867a2de370cde02a41~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0297a16b&x-expires=1758200400&x-signature=2xYsY8mk%2BBxsIbDVX8vmAQ9u%2F%2FE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
334,D. Vergara,daveysdiary,https://www.tiktok.com/@daveysdiary,Dizon has been working overtime,5-9-2025,7,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b205e71fcfa3dc3574e25655983dbb89~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=452387cf&x-expires=1758200400&x-signature=xT%2F4tn7kyBbwKawT04F3zGyx4jc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
335,Antonio Oprecio,anthonyoprecio,https://www.tiktok.com/@anthonyoprecio,hahahahah nagsalita 😂😂😂,5-9-2025,0,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b7e3e8ccd07cb847517f240b3027cbc4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3866ae65&x-expires=1758200400&x-signature=k2uRD8JQTyLcUg7vsz4TTHApyjY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
336,takloy,richardbajao1973,https://www.tiktok.com/@richardbajao1973,marcos parin.hahahaha,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e546771261c8d629328cac95415f5012~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e09fb114&x-expires=1758200400&x-signature=VTawzYWv7usyA8NytwdgXn1DG6Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
337,ሠ,iiovewave2earth,https://www.tiktok.com/@iiovewave2earth,naiiyak na,4-9-2025,6,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fc27145f346acd9d0a3c3758cab607f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=63871741&x-expires=1758200400&x-signature=zzJ1s6OFFyo25PSk857W4SUlsqQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
338,Rudy Enovejas,rudy.enovejas,https://www.tiktok.com/@rudy.enovejas,Vince Dizon pangalanan mo agad Kung sino?,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/de5a8263cef639b01e600b157fabb639~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=df7242f4&x-expires=1758200400&x-signature=yDqeH3ZisbCziP54GZ6lzflZ1AI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
339,Tiramusu Cake,kinolorber1,https://www.tiktok.com/@kinolorber1,crocodile po,5-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/99ad0b180e13fd967e4f341312d79da6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=19cb93af&x-expires=1758200400&x-signature=IpDoA%2BRB4JkwcsfHBKyPW7ZWj%2B8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
340,Aldrijn,aldrijn,https://www.tiktok.com/@aldrijn,akala ko customs ang pinaka corrupt tinalo pa mg DPWH,5-9-2025,2,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7b2c21f085b273839fd24fc267985c57~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0c48fa2f&x-expires=1758200400&x-signature=WYw3eeB2MsFyjEH1AMe6vENjvxY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
341,Elvira omas,era0879,https://www.tiktok.com/@era0879,,5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2da2668bb276fa4f27e17c107d00ecad~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c799e4c1&x-expires=1758200400&x-signature=ySeP4riV3HUxkljiIJM8weV9ZBU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
342,Dawin,dawinsue,https://www.tiktok.com/@dawinsue,lol,4-9-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9522c6bcd88a098d5a2aad725a6ba1b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e3fbf605&x-expires=1758200400&x-signature=aifNo1wV2NBfCbCh79zpwsn8oaU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
343,TIKTOK SHOP SALE,tiktokshopph98,https://www.tiktok.com/@tiktokshopph98,It just a 🎬 🎞,4-9-2025,1,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1b25d6fa32a6040d6f2d904ccf17bcde~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=57ed6dc0&x-expires=1758200400&x-signature=LIE6xFzJ7gVqPViOML63Tsugwv0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
344,wet_balls,kikomachineeeee,https://www.tiktok.com/@kikomachineeeee,Matindi yung nagapprove at yung contractor.,4-9-2025,2,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b13429cb6cf1603a50ffd467f9aa411c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5d8c2ae6&x-expires=1758200400&x-signature=iwFkV2fmrwwdu9tAqnfI7BzzFRs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
345,8on1rock21,cnumpamtb,https://www.tiktok.com/@cnumpamtb,Yan kasi dapat trabaho ng sec DPWH dapat puntahan ang mga projects nila,5-9-2025,2,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/06672ba2eeb4a0f184165a4804c04652~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fe17077b&x-expires=1758200400&x-signature=Ix4%2BWYQIXMAd%2B%2FlDV9uGnWVRNiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
346,macaroni,markjohnduallo,https://www.tiktok.com/@markjohnduallo,Do the investigations ang file a case,4-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5f7829df29f9c35a8eb3c090016218e2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=04474a20&x-expires=1758200400&x-signature=72drwGTmkj0nRR1zSmt%2FzosyfNU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
347,SPYDER,spyder968,https://www.tiktok.com/@spyder968,dyosko nasasayang din ang mga pasweldo sa mga district engineers ng DPWH kung walang malasakit sa gobyerno!!!,5-9-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7385519529134620678~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b7e1ecdc&x-expires=1758200400&x-signature=tIlOBfA%2F3gLJUHFE7YZdGVn62YI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
348,Jann Oliver Mr. Honest,mrhonestjannolivervm,https://www.tiktok.com/@mrhonestjannolivervm,God bless po 😇🙏,5-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b3eb4e1197299f2a1a47e530e7e1b4b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=83de8447&x-expires=1758200400&x-signature=AFJJ1ttR7OYFyngOyucvy9%2BWuMU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
349,Jake,ajgabriel89,https://www.tiktok.com/@ajgabriel89,wowow talaga...,6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6fa1e9fc112a5e09a9d0bcde9cdaa3b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=beba5fd7&x-expires=1758200400&x-signature=V4CrxjZlTOU8dhhoLW1iwvn7rrs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
350,beroneka,beronekaa,https://www.tiktok.com/@beronekaa,"We don’t need those flowery words—what we need are RESULTS. Where are the congressmen, or anyone responsible, for the billions of taxes that were squandered?",5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e944278cceb3517f79fae2ae93c646a8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e8521d45&x-expires=1758200400&x-signature=jxkvrF6HvNC0FrjdWvTRB1BvMW4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
351,healena,healenagomez,https://www.tiktok.com/@healenagomez,abs kelan nyo icocover si romualdez.,5-9-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/ce9b62fa4d6a96340628791e13083a9e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=427c88a4&x-expires=1758200400&x-signature=KugOTJiFKK9NVMKMOdyTY6yypnc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
352,Wan 🔰,wan.gryb,https://www.tiktok.com/@wan.gryb,Ipa Check lahat ng flood control bawat bayan .,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/49a6e349dff4c967647213d19812f318~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8dd9d52f&x-expires=1758200400&x-signature=p5Ci5dCsyuBa3Q8aNsmhXQabuZU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
353,Jose Gorospe,josegorospe,https://www.tiktok.com/@josegorospe,Weeeeee????,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/540045659588c3449558e1326b51dfc6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=63ff6863&x-expires=1758200400&x-signature=f4ixB8RmA4Tx87%2BA%2BkR%2BkZDBQzU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
354,Sir Juls,sirj27198,https://www.tiktok.com/@sirj27198,"congressman, senador",5-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cfbe5d925e5d8b3e304b1ebaf5b974ec~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=582a0b48&x-expires=1758200400&x-signature=JB4wHZumhaqo8UNH4TIfY3zCARY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
355,Marsha Lea C. Castro,malea_ganda,https://www.tiktok.com/@malea_ganda,Sana pati po sa Cagayan valley I check po Nila,5-9-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7327737427359514630~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fcb16d9a&x-expires=1758200400&x-signature=Mxks%2Bin9F3dWxMsXl%2FX7JFbTrXg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
356,mara,aziariaviersante,https://www.tiktok.com/@aziariaviersante,tama k jan po sir,4-9-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b4ebec03b73dac3cca8d634d69c59715~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e0c4bf61&x-expires=1758200400&x-signature=vT4lbWzLH8SxSJUe3WbDkPX2%2BNU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
357,Elluh<33,ellacordovss,https://www.tiktok.com/@ellacordovss,GRABEEE KAYOOO,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fc72e3c8fad248522c192874189c362c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=97b10eae&x-expires=1758200400&x-signature=VWWhzWkouQAY6TLN8CitAMVtEbI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
358,Jun,fajardojr4,https://www.tiktok.com/@fajardojr4,salute sayo sir,5-9-2025,1,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/425ba9e23de98844f2a59f40114b5295~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=45f46358&x-expires=1758200400&x-signature=8po6d2gwcsq5c6JHzhVzcRkBXhE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
359,Angela Jotojot,angela.jotojot,https://www.tiktok.com/@angela.jotojot,Weh? Bkit nd nio tawagin si romualdez at co?😂😂😂,5-9-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a729b390e4c853f29b9f3d8e27b32b10~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=118d8c2d&x-expires=1758200400&x-signature=E7A2LLdwswTm5I7lev%2BKHmoOXEg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
360,Chuckers,iamchuckers,https://www.tiktok.com/@iamchuckers,sows naman. ambabait bgla. di nmn po kmi pinanganak kahapon seeer.,5-9-2025,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/17e99fff1cacab303a3534b41cf2afbd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c6fb17cd&x-expires=1758200400&x-signature=SqrRZ%2FBz0Lhau3%2FMv4t1c79p%2Fxk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
361,Eugra,philgray58595,https://www.tiktok.com/@philgray58595,yeah but meron bang napaparusahan,4-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1895c2e072240d32ac9bab00f9ba0a79~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=de25d2ef&x-expires=1758200400&x-signature=U83%2BGWgIvoxZyJvmqNcQUyTzQek%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
362,Marc.Gil,marcgil003_on_ig,https://www.tiktok.com/@marcgil003_on_ig,Untouchable Romouldez 🤣🤣🤣,5-9-2025,0,https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ad5d18ca086cea790a68028db4589872~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a6ec91e2&x-expires=1758200400&x-signature=V5J8fndULeivGQ%2B5kBbESAssU7U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
363,Block me more,better2balone0,https://www.tiktok.com/@better2balone0,ghost project na biglang litaw,5-9-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/da61c5556a4fd14dce871fac1ba6c137~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0e37195b&x-expires=1758200400&x-signature=VPPz03szHHNnjnjVpikj2R8Aj8s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
364,くぅええ👑,tweety505,https://www.tiktok.com/@tweety505,indeed 🤨🤯😡🤬🫵🏾,5-9-2025,2,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1072f32e300f9032f656ceb365657135~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cf4f90db&x-expires=1758200400&x-signature=Zl0v16W%2BCVOPmpwPk920Vh94ToM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
365,Dodong darz,dariojungco,https://www.tiktok.com/@dariojungco,🤣🤣🤣🤣🤣🤣sino yon brad,6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/09193d21b3173bc92ac94a693154d06c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ee7a87e4&x-expires=1758200400&x-signature=MZU3U6KJ5V8NAzgRCOLKYmDgn4U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
366,orica,zamani248,https://www.tiktok.com/@zamani248,"sana mabigyan mo ng hustisya ang sambayanang pilipino, sir vince",5-9-2025,2,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7321388118279389189~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4ec358c9&x-expires=1758200400&x-signature=UFZC4epV63fwfSuv5aSLi2bkVkA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
367,Cindy,cjaredal,https://www.tiktok.com/@cjaredal,"Dapat binibroadcast sa lahat kung may mga project ang gobyerno at yung amount. So kahit kapitan dapat may alam, para nmn may nagbabantay sa project sa isang barangay. Para maraming mata",6-9-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/13d5cd41c0d64db6f91f87dc11d136a1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f5aea2c6&x-expires=1758200400&x-signature=Ejcl9ravEZa9r%2BGQU%2BE845A3TE0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,0
