Now,Wed Sep 17 2025 21:56:32 GMT+0800 (Philippine Standard Time),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
378,jessieimperial95,jessieimperial95,https://www.tiktok.com/@jessieimperial95,pano kung ksabwat dn yunh mag iinspect eh d wla dn mangyyari jan..hnd mlalaman na naibulsa n pla yung pera..nku ..ayw n lng maging msya sa ginagawa ng pangulo..,20-8-2025,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7328203661082001409~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5880f53b&x-expires=1758200400&x-signature=7byJlnILfsZok9xDeQ8S1Y0eh4c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
379,Lulu,lulu___u,https://www.tiktok.com/@lulu___u,"yeah looks like what happened here. Unfortunately, di naman kasi mache-check ng pres. lahat yan the major problem is the ones below him talaga.",20-8-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3143dbc6bfc69029a72de0c2ff2f950e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=327281ba&x-expires=1758200400&x-signature=Ubf%2BGH1JEq9jek7Z9GZmUgpYCOc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
380,jpinkpark💞,jpinkpark,https://www.tiktok.com/@jpinkpark,so anu yung kwenta ng sangay ng government kung yung presidente lang lahat gagawa? and do you think yan lang ang problema ng pilipinas na inaasikaso ng pangulo?,21-8-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9c08b6130364c29c044670dc9239dbcb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7c725b78&x-expires=1758200400&x-signature=vo1%2BSOUBsjbHNOw6VYCD3HyD3xU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
381,Rose G.,rosalie1220,https://www.tiktok.com/@rosalie1220,"Random check lng namn ang ginagawa. Hindi namn porke nag inspection sya sa site, hindi na sya makapagtrabho sa iba. tapos pag hindi mag show up kakalampagin na namn ksi wlaang ginagawa ano b yan",21-8-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7326109867415076865~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c119687f&x-expires=1758200400&x-signature=Jc37imv8XPk3MSi9lKzCJ0ygCqA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
382,Lemon,lemonrose1111111111111,https://www.tiktok.com/@lemonrose1111111111111,Ang bb mo nman po.,24-8-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6b61f746fc6562c607ed01a452f64457~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b07f5821&x-expires=1758200400&x-signature=fTHbCQ7kYRPL9xlle%2FKTHZ%2Fovdw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
383,Zenith,studpotter2,https://www.tiktok.com/@studpotter2,"agreeako seo jan hindi lahat kailangang isaisahin ng pangulo,kaya may mga itinalaga na mga goverment sector/department na pinapasahod kanya kanya ng responsibilidad...kung iisaisahin yan ng pangulo,anupat my mga sangay ano ggawin nila",20-8-2025,8,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/32548a5f93340188a339bddd80aa66c1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d4cbfc15&x-expires=1758200400&x-signature=jBZY2Qp%2BE5XBoZ0olt0fyLXXVWc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
384,Babaygurl23🥰,dennisandaya02,https://www.tiktok.com/@dennisandaya02,"ehh may problema sa inspector,,,,at Kasama Yan sa trabaho ng pangulo Ang masiguro na nagawa ng maayus Ang mga project nsa pangulo Yan kung gagawin nya Ang mga bagay na Yan ,, sadyang seryuso lng c PBBM sa kampanya 🥰🥰🥰",20-8-2025,5,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/2c778b4abce0515bb5eddb74a139506f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c25c4e1a&x-expires=1758200400&x-signature=XkzgpSBbreLXU8%2Feky3OvKsw9%2Bc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
385,lee,lee03348,https://www.tiktok.com/@lee03348,Dapat gayahin nya c idol ko Sarah diba.pa travel2 nalang. 🤣🤣🤣😂😂😂,23-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/02d13a184a7e4faac9f66fc793377f5a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4971f342&x-expires=1758200400&x-signature=d5joGF0%2BvN7pMITlImdAG1RKOzY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
386,Congressman Gustavo,jmb12345678910,https://www.tiktok.com/@jmb12345678910,magkakasabwat ang dpwh pababa congressman at lgu impossible na di nabigyan mga yan,20-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fd3329564caeb4ba4bd0b0aa84de5613~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=00eb6676&x-expires=1758200400&x-signature=uEH27dhg%2BH%2BNfw%2BvN7NppZD0grw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
387,Vimax Hunter Tv,dominicnatoy,https://www.tiktok.com/@dominicnatoy,Wala Po siya inspector siya mismo inspector at engineer tulad ng agriculture sya Yung secretary,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5c5eb9683611ffbc13d9d760edfba12d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a01d7a25&x-expires=1758200400&x-signature=MLeUA1rMRxswkJZdFmeAeWVN9pc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
388,serendipity,iluvenhabts,https://www.tiktok.com/@iluvenhabts,True,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3539cdd6f0b874b1819661e176315266~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f664b4c7&x-expires=1758200400&x-signature=8CJEnPniv2yfBzsXyKay1R7Sfcg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
389,MC,makkurin08,https://www.tiktok.com/@makkurin08,Kasabwat pati yung inspector eh kaya siya na mismo ang nag inspect. Kaya tulungan natin ang Pangulo,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/004189f021a59f14725839b1feb009d9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ba302722&x-expires=1758200400&x-signature=xkP%2BiXxXWaN4wpRo2BbgtPgcrHs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
390,m_flip46,m_flip46,https://www.tiktok.com/@m_flip46,sinabi nya rin last year ba overwhelmed lang kaya di kinaya bg flood control ang baha🤣🤣🤣,21-8-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7332616327730200582~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4800f003&x-expires=1758200400&x-signature=P%2BbNWF1el47y9yy8CNn7TWre%2BAg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
391,KuroNeko,iamabelowaveragegamer,https://www.tiktok.com/@iamabelowaveragegamer,eh kasabwat ang inspektor or may lagay. mas maganda talaga if yung mismong nagpagawa ang mag inspect. 8080,20-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b04820325f9c654a44608c95ac9d1d27~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2f489ded&x-expires=1758200400&x-signature=XU939ssISKtxtEbmaL4Yb3EYpiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
392,ABELLA💙,kanopeng02,https://www.tiktok.com/@kanopeng02,hahaha ano trabaho ba ng predente kung hindi nya trabaho yan.dapat kung may ahensyang under nya na nagmomonitor about dyan pero asan,20-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3040856bbff0df9ae8b8a2d7cd7fe821~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=23616c38&x-expires=1758200400&x-signature=A0jrT%2BRUyuutQANYqtUOglkL6JM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
393,Ro Lex Durin,ro.lex.durin,https://www.tiktok.com/@ro.lex.durin,hahaha ipagtang gong Ang mga kawatan sa pondo😂,20-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9a22aebbd24c3b38522b7c6ad999385f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3f6be00c&x-expires=1758200400&x-signature=4X9062Zb0dRIRq6LBh5T1h8ZEq8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
394,Crayon Shin-Chan,cozy.malaya070523,https://www.tiktok.com/@cozy.malaya070523,"kailangan nya magtrabaho para jan, kasKasi ipinagmalaki nya yan ngYan Ng 2024 SONA. kung nag iisip eh Paano nya na ipag malaki yung bagay na hind nya alam kung nagawa ba o hindi dba?",20-8-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0877a5d99e61904555a3323e292f301e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bb854e68&x-expires=1758200400&x-signature=zl%2FIys1VEWnFIgu9cn%2BlV5QimuY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
395,dina,mamonipeyton,https://www.tiktok.com/@mamonipeyton,anong sinasabi mo?,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0bfbf887188f7af2b811f45b93b11828~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2da0f909&x-expires=1758200400&x-signature=VuDwQliB81tKpp6ufG4uPG7iaNM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
396,Crayon Shin-Chan,cozy.malaya070523,https://www.tiktok.com/@cozy.malaya070523,kailan ka po pinanganak? kahapon poba? hindi mo po alam na noong 2024 SONA at ipinagmalaki ang achievement ng flood control project nila.. pero ngayon kita mo naman kung paano sya mag bigay nNg statement. lumalabas lang na noong pinagmalaki niya iyan ay hindi nya alam kung meron ba o wala talaga.,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0877a5d99e61904555a3323e292f301e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bb854e68&x-expires=1758200400&x-signature=zl%2FIys1VEWnFIgu9cn%2BlV5QimuY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
397,dina,mamonipeyton,https://www.tiktok.com/@mamonipeyton,ayusin mo kasi kung ano gusto mong sabihin,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0bfbf887188f7af2b811f45b93b11828~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2da0f909&x-expires=1758200400&x-signature=VuDwQliB81tKpp6ufG4uPG7iaNM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
398,REVILE Crispino,crispino1972,https://www.tiktok.com/@crispino1972,"sagot ko saiyo Yan mga government officials Wala respito sa president Tanong mo bkt Sila Wala respito sa president,alam mo sagot dyn naka Pag aral ka nmn",21-8-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/aeb5a3de505a57dcd78c99603dd0170f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=177dcb5e&x-expires=1758200400&x-signature=1nvh%2BHNrkh52P%2FAcnc8gz2VNxMU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
399,Genevieve,evevviane,https://www.tiktok.com/@evevviane,ano bang sagot?,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/16135d150d7a0fcce75c47e068b35e7e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3a2a44a8&x-expires=1758200400&x-signature=6lG5nc4zEalsxjLFnmO%2F39itsqg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
400,Geland183,geland183,https://www.tiktok.com/@geland183,"130130 spoted!.. Ipaliwanag ko sayo baka sakaling maabot nmn ng isipan mo yung mas malawak na perspecive ng scenerio na ito. Kapag ginawa ng isang lider ang dapat ginagawa ng mga tauhan nya, hindi ibig sabihin na hindi yan saklaw ng trabaho nya. Kasama pa rin yan sa trabaho nya,ibig sabihin lng nyan ay wala nang tiwala sa mga writen reports ang head of office kapag ganyan na yung scenerio. Gusto na nyang makita ng personal kung totoo ba yung mga information na ibinibigay sa kanya o hindi. Gets Mo!",20-8-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7332511917199589396~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c0d1fe35&x-expires=1758200400&x-signature=WW5ts6UmIC%2BoQ83Wn77z6tRYN9o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
401,loyalista2.0,an.toni394,https://www.tiktok.com/@an.toni394,report completed na nga diba?? ibig sabihin pati nag inspection jan kasabwat..kung d niya ppntahan at tignan eh cno pupunta jan para malaman kung may nagawa o wala?..55M ang ginastos jan..imbes na matuwa ka dahil pinuntahan ng pangulo e bash mo pa..dka ba nasasayangan sa tax mo na binulsa lng ng contractor?,22-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7e0ea574df383ae61455c133ec976aa1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3f96d753&x-expires=1758200400&x-signature=FwkRSKmsIiEu9%2FEIup7uqxttONk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
402,名.míng,shrimpu_,https://www.tiktok.com/@shrimpu_,true puro nlng kc sisi Kay BBM,28-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5050e267c311a6e99fb679c92f25c39e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=999798cc&x-expires=1758200400&x-signature=MCtRyQBvhSR%2FV3JoG8EbrhI535w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
403,Sha,sharonallejos,https://www.tiktok.com/@sharonallejos,db Sabi ni vp Sara dalawa lang ang nahawak ng pera ng bayan.. at Sabi ni vp Sara Hindi sya marunong mag presidente.. Sabi ni mayor magalong ang tingen nila sa mga tao mga walang alam...,26-8-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/9df4bf32dbb8b8743a99714e027cfda8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6be6be5c&x-expires=1758200400&x-signature=XKtwOmfuWiv26iYuT%2BsGd4y73hw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
404,Shinday,shinday079,https://www.tiktok.com/@shinday079,Anong hindi. Nagiinspect ng mga project ang mga pangulo. Pwede silang magsite visit. Pinagsasabi mo hahah,24-8-2025,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
405,🇵🇭MP GRAY 07,edgar.com218,https://www.tiktok.com/@edgar.com218,"ikaw ang 8080 ,pananagutan ang mga opisyal na taga Bulacan lalo na si villanueva na DDS",23-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d4e8ea4452632bd35549d2b473858b0f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a40db94f&x-expires=1758200400&x-signature=RYXY6lWmXx63j2vApUEdnB2SBK4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
406,nerriza chavez,nerrizachavez51,https://www.tiktok.com/@nerrizachavez51,Natapalan n ng pera,22-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6a1a587a05ffaa68c6a7231f6f8c8b83~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3f63897f&x-expires=1758200400&x-signature=zqGLqyu9a2%2FFfl7Dm5dDvefCNVU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
407,boy Taurus13 ♉,ronell.baltar,https://www.tiktok.com/@ronell.baltar,kaylangan nya trabahoin Yan dahil sya pinagbibintangan Ng mga ddlis sa nawawalang pundo Ng flood control na nangyare nman pala nung term Ng exformer president Rodrigo roa Duterte sa sabwatang nakawan Ng senador at contractor,22-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b00c1972771c1f2267a6027e45a8202c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=126b9914&x-expires=1758200400&x-signature=a4AT8qnSlTJePvSpWo17gJRohZg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
408,️,nabiyu__,https://www.tiktok.com/@nabiyu__,Madali na kasi bayaran lahat kaya nga yung nakawan easy nalang 🤣,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3dfeb51ce019291ea7731ba2a6aed42c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=36213f4e&x-expires=1758200400&x-signature=hoNAuzldyd%2BOfB80tqL1WIw5y3g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
409,DarylJohn0626,daryljohn0626,https://www.tiktok.com/@daryljohn0626,"kasalanan ng bangag yan kaya namimihasa magnakaw yang mga crocs kasi wala syang ginagawa at kung e interviewhjn bukang bibig nya na ""di ko alam yan"" at ""anong gagawin natin?""",21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8c4864b02da58496be134ea725150865~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b44487a1&x-expires=1758200400&x-signature=sDyVT%2F71juSkIqo8UdNvD1m7iqE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
410,VMINKSA,vminksa,https://www.tiktok.com/@vminksa,sa kapabaayaan,20-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f30aa466c10fdff36454bad961c68c15~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ae0fa2f6&x-expires=1758200400&x-signature=uBED8yvqerPqNvAJ1tCrqZhCotY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
411,Ara Laguisma,aralaguisma21,https://www.tiktok.com/@aralaguisma21,hndi nga pero syempre my K sya gawin kng ano gsto nia since pangulo sya😂 lalo nat mainit ang usapin regarding that,20-8-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/b3d608d49c2f1d6ecc0fab3023413dc3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cfbe1940&x-expires=1758200400&x-signature=KfArJANqSIWCRxQbmM3akZ3hbqA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
412,Elohimiel Crestfallen,elohimiel,https://www.tiktok.com/@elohimiel,"engineer here. binabayaran lang ang mga inspector para sabihing ""completed""",20-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7330186147722690580~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ff6bb39a&x-expires=1758200400&x-signature=%2F62VQ21cVz%2FW%2FTNjtvcoTfIJkME%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
413,Anything Random ☺️,anythingrandoms,https://www.tiktok.com/@anythingrandoms,Kasi kapag may baha pangulo din naman sinisisi nyo. So sya na ppunta. At least alam na nyo na binigyan naman ng budget kaya lang nabubulsa ng mga lokal na opisyal at kung sino sino pa,20-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c6ee3113c12fa33868c61cbe5f7c26a1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0648f5dd&x-expires=1758200400&x-signature=ZLDuHzoCB40i%2FOM4x6X%2F5%2FZqpy4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
414,user1718192021,user171819.2021,https://www.tiktok.com/@user171819.2021,"huh? it is precisely his job. executive dept sya at no. 1 nyang trabaho is to verify tax usage , he needs this to police his dept, DPWh which is under his command responsibility. niluklok natin sya para iimplement ang tax usage n binalangkas ng legislative dept",20-8-2025,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
415,JT Einaj,jteinaj1,https://www.tiktok.com/@jteinaj1,paanu kung may hati yung inspector sa pera na yon.magsabi yan na tapos na kahit di pa nasimulan,20-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/139ea6041341b109a035938e065b138a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4da49e3b&x-expires=1758200400&x-signature=FyyFFaGhhSw5HnZWKWZzo4PWilQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
416,DotsMyName,dotsmyname,https://www.tiktok.com/@dotsmyname,kesa naman kay sara diba wala talaga ginagawa,20-8-2025,0,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7136497124091461659~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d2e3a6c6&x-expires=1758200400&x-signature=QWttPrbI7xxd5lJQhXp3JZ4byNg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
417,@KDejo,dejogt,https://www.tiktok.com/@dejogt,sama sama Yan Sila nag hati hati,20-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/99d38e512578f0ad30838e61a83c3d88~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=023c579b&x-expires=1758200400&x-signature=Z9IJPxlB3HJooBL2yEK%2FZPoN1rk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
418,TRESPICO.ROMA,creampie20008,https://www.tiktok.com/@creampie20008,meron naman talag ang kaso bayad rin 😂😂,20-8-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c9c508224dfeed2cb4dd6707e75e8694~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f5264372&x-expires=1758200400&x-signature=RNDJQvg%2F2RuZUsdxK%2BekvVQ0cdc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
419,cielo™,iamcielomoreno,https://www.tiktok.com/@iamcielomoreno,"bkit sino bang aasahan mo mga congressman/woman,inunahan n nya,buti nga nabunyag p,ako n hndi nmn makabbm sinasabayan ko lng pag my natapos at nakasuhan don palang ako bilib..ok kya ikaw manahimik knlng kung wala k nmn masasabi di maganda nagiging basura yung bibig mo",20-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8a7e69690b4fbfd4092eacff23e92d46~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=760f7504&x-expires=1758200400&x-signature=8bSALnYiDRZvqlSHRixNZDcFfPE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
420,maxpein del valle,mimimimiself,https://www.tiktok.com/@mimimimiself,"Awwwww pero nung nakaraan sinisisi niyo sa palpak na flood control proj. Tapos ngayon na personal na iniimbestigahan, may nasabi parin kayo 😂. Palibasa yung Idol niyo nag woworld tour lang 😭",20-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ead5e4437b8d428cf5f1460e604c46a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d6624f20&x-expires=1758200400&x-signature=wM6WhH8EKSBJ9L14fskG7tK%2B0Tg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
421,AR,ar16871,https://www.tiktok.com/@ar16871,Makasabi ng 8080 e no,20-8-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7361814430816894982~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=37481750&x-expires=1758200400&x-signature=ad7SS0TTXU9K%2FCCb7ASk0HQtY4o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
422,chrisgodna,chrisgodna,https://www.tiktok.com/@chrisgodna,ou pero iyan oh walang nka tayo aasa paba tau kong hnd pangulo ppasyal hnd mabbunyag,20-8-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/174a284b3d966936b4404cc786a9046f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=03734772&x-expires=1758200400&x-signature=okMgAieWIWXBSF6sS%2FJV39QA3mw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
423,remonjamesdomogma,remonjamesdomogma,https://www.tiktok.com/@remonjamesdomogma,😂,20-8-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/797c77c03f53aa5e71bde21f284e4344~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=dc266a03&x-expires=1758200400&x-signature=hH98DTCWwETtJArghwqNkfmK8QY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,Genevieve,0
